NH3-N,TN,TKN,TP,Orthophosphate,SST,WATER TEMP.,CONDUCTIVITY,pH,OD mg/L
0.007062377792981348,0.1702089821751839,0.006298295733631891,0.015504086408481292,0.02360579513919195,92.0,26.1,838.0,8.1,0.33204259438528555
0.008791739836822023,0.11745285145885234,0.01678243404297992,0.009258684726051077,0.02807172844171861,97.5,23.7,628.0,8.0,0.3397870280735721
0.0052921158349128515,0.09340277619446433,0.02244825689470925,0.008606610053805856,0.016803517099695315,108.57,27.8,547.0,8.3,0.33639883833494677
0.0007979379231888304,0.15210478089728527,0.0007116086344627209,0.006693045127777828,0.015548211773257596,17.0,27.8,995.0,8.0,0.16263310745401743
0.0053544969891124025,0.21086192290758163,0.004775191377582045,0.01166421423062945,0.021708068851577278,112.22,29.3,1020.0,8.1,0.31026137463697967
0.0057086318833547275,0.1843051457940355,0.054889037586348645,0.045422513362821666,0.025209632297440613,630.0,26.6,622.0,8.3,0.25895450145208126
0.02019271697351024,0.17581174580447273,0.01800805718593645,0.011897454194108837,0.020402551312082053,140.0,23.7,648.0,8.0,0.2483059051306873
0.011735525295764285,0.18761167426403794,0.01046585315440042,0.030695708827883313,0.02700988781853188,74.0,27.7,853.0,7.5,0.24443368828654405
0.001724213268683866,0.23340598842078547,0.005076937310122904,0.015345084343116487,0.013411239058721856,42.89,31.1,1125.0,8.5,0.3252662149080348
0.39815310226689715,0.4291666096673826,0.4612818656635174,0.18761135684717187,0.3933035515836711,82.5,24.6,1289.0,7.44,0.0
0.5813669952206533,0.6199634799253587,0.6621487891126209,0.5647232588442822,0.7103493721479647,110.0,27.0,1064.0,7.41,0.0
0.40721158532467683,0.38556975724384907,0.4132690273591971,0.2535999840443921,0.48833754894398546,60.0,28.8,792.0,7.51,0.0
0.54788773408975,0.49357960064021594,0.5305065737312085,0.22935078404084636,0.2826299266857385,91.6667,32.3,1004.0,7.46,0.0
0.27932792747591145,0.3279472809821509,0.35250699420802045,0.23034246939625752,0.45431139044854424,68.33,33.6,1148.0,7.33,0.0
0.4308867840872596,0.3843031064863159,0.41270630239694944,0.2907854148014857,0.32591580800090264,355.0,31.9,1045.0,7.47,0.0
0.607952703381966,0.6078340322712213,0.6520933164216088,0.28515109074308814,0.3834235602497083,87.5,31.8,1151.0,7.6,0.0
0.4512282655227931,0.3763282733168871,0.40240966186497407,0.2546803116662087,0.5322880036672637,70.0,32.1,1261.0,7.6,0.0
0.43818062758832893,0.36359843320367896,0.39077365417103865,0.2372842668841357,0.4165045476758318,110.0,32.5,1136.0,7.5,0.0
0.394011546701224,0.4505109415825737,0.47025685192580696,0.27173286766596055,0.3078837161940738,180.0,24.0,847.0,7.26,0.1292352371732817
0.24980301733502452,0.3792123610927447,0.40786932027593414,0.27746691427406417,0.3899619288046939,120.0,27.5,851.0,8.2,0.0
0.3534477390154625,0.4191458441948636,0.4503816242640463,0.2881704679425244,0.40796847145605525,95.0,29.2,923.0,7.5,0.0
0.3351650037294243,0.34347641926950734,0.3692197893337595,0.1849299282884065,0.20543603325879772,76.67,31.8,940.0,7.4,0.0
0.37986391955321464,0.37047373751652346,0.39757755760198504,0.19286557178693944,0.24872043774416613,70.0,33.3,993.0,7.4,0.0
0.4445260269820263,0.40750317042684614,0.4376546386590414,0.2542976540824196,0.36735816268195837,80.0,26.2,965.0,7.4,0.0
0.4691755359538816,0.4293680324708455,0.4613076447344272,0.2933859572921561,0.43997934801213545,124.0,28.2,896.0,7.6,0.0
0.604722862975662,0.5044338856437296,0.5403095832061071,0.28753562311081177,0.5142950478500238,90.0,30.9,985.0,7.5,0.0
0.47479245241508106,0.43303498641390403,0.4657159203612013,0.25109766826518226,0.4386630496151308,71.43,31.2,1052.0,7.4,0.0
0.45625964249472056,0.4456528292671311,0.47914511314246194,0.24729452722647216,0.36301022808011685,90.0,31.4,1216.0,7.4,0.0
0.45599396875228215,0.4018281697048552,0.4317862075702994,0.2621406664125589,0.4464294021453316,92.0,31.6,1094.0,7.8,0.0
0.49773973354095474,0.4776426008089339,0.5135680073554829,0.2882219912598726,0.3491625858167334,86.67,25.7,903.0,7.5,0.0
0.6566147399196302,0.5916882883950978,0.635839012699735,0.36401943924902275,0.6376701474068124,100.0,27.2,1002.0,7.6,0.0
0.5768426427364227,0.4890633573642315,0.5253551196458184,0.2723766321257302,0.4598775619489487,100.0,30.1,962.0,7.4,0.0
0.5356767644791349,0.5577272029463309,0.5994447962043179,0.3290406469112603,0.6263620616603023,90.0,33.4,1103.0,7.2,0.0
0.5867289021680774,0.5682286497148262,0.6066570226780884,0.3444006896368327,0.28398417960849537,140.0,33.2,1108.0,7.5,0.0
0.6073324058408194,0.5050910493897529,0.541624819958669,0.23576516004361198,0.3180339673806696,300.0,32.9,1028.0,7.8,0.0
0.3617144412906711,0.4380137852135244,0.4705616499259397,0.2684846826163652,0.4651468906603955,105.41,23.7,811.0,7.5,0.0
0.453914367771662,0.4020322018088786,0.4321561753886992,0.25869414429188126,0.5492966524255969,103.03,24.8,819.0,7.5,0.0
0.3800015156038443,0.41017366288546087,0.4331037061229517,0.2328776382154539,0.4543202514273191,100.0,27.2,844.0,7.7,0.0019361084220716404
0.40126120546118504,0.3608078115872198,0.38789943764292084,0.22062949305487844,0.39642261611241986,74.0,33.2,1005.0,7.5,0.0
0.33242962907734863,0.3097009741557646,0.3327724750374253,0.20403012064212458,0.34744503276420746,90.0,28.9,887.0,7.5,0.0
0.3606345429950226,0.4452242453168122,0.475192181474849,0.2831267229840533,0.3916627936805272,145.0,27.9,807.0,7.9,0.0
0.37963416501075736,0.3865497522684449,0.4156706230455356,0.19669995922455746,0.3653501172085967,112.5,24.8,746.0,7.4,0.007744433688286541
0.3611077414049831,0.3850786640786459,0.413724112437625,0.21894750604983468,0.41663007820847553,71.67,30.8,976.0,7.0,0.0
0.49418967598773217,0.41945798494104247,0.45043818289160786,0.25066260094138093,0.5077622912482623,83.67,32.8,1067.0,7.8,0.0
0.0004995992511205843,0.0052097345657338544,0.00301119168660389,0.004781142244244902,0.003642009959444777,16.0,22.0,196.3,8.16,0.3664085188770571
0.001012948940345405,0.008067298674728645,0.007081069319131409,0.00571188604150231,0.003390948894157233,46.25,24.9,157.5,8.19,0.35818005808325265
0.0005469618712573981,0.008984353823182648,0.00913167723240691,0.014404368290888463,0.004173668685936047,23.0,29.0,236.0,8.48,0.3446272991287512
0.0005072383834007156,0.006817114377043424,0.005259366475244802,0.006288060773137849,0.0016039848412282439,66.25,35.4,368.0,7.98,0.2860600193610842
0.013927665973135309,0.03599188127530452,0.028412841737896335,0.029999867036600392,0.012665440011838268,545.0,30.4,186.5,8.12,0.09583736689254596
0.001414767298280309,0.026607265812741393,0.010883891037371887,0.016853110900339502,0.009711780420220105,175.0,30.8,285.0,8.05,0.24443368828654405
0.0007486349634528633,0.024630023980232143,0.016881748867430855,0.0296951592458316,0.010819402767076916,210.0,27.5,152.0,7.37,0.21393998063891578
0.0006722436406515507,0.007910233980794535,0.0035698290583267836,0.004321310487266539,0.014216111297437805,17.5,23.5,185.5,8.53,0.3557599225556631
0.0031626007639743406,0.006732248776288703,0.004441848370284471,0.004210507654259705,0.009194889991686927,31.3,25.0,201.0,8.3,0.36302032913843174
0.0009930871964170637,0.01021553835950487,0.008679317214328859,0.005650944483348551,0.006388913379649669,38.1,27.5,282.0,8.4,0.36786060019361083
0.0036209487007822162,0.02010808077583879,0.014020435500069693,0.030969391825410197,0.009047207012106017,235.0,32.4,523.0,8.1,0.2613746369796709
0.0015421727464483381,0.006726244851697995,0.006139915226097576,0.003454499924654073,0.0039373759186065935,22.67,25.4,266.0,8.7,0.3644724104549854
0.004124703639863192,0.009201926423804118,0.0068670294539510445,0.005101584037300666,0.007810657424075073,30.0,25.3,211.0,8.5,0.34607938044530495
0.001836646017582838,0.00859326273528671,0.007124166148564567,0.0077537606481522525,0.009262676479314563,24.62,34.2,386.0,8.5,0.303000968054211
0.0033208224717604195,0.0447254889145259,0.03556059328378901,0.0386543439142652,0.02005859765263811,290.0,30.5,178.0,7.5,0.2821878025169409
0.002842505843172281,0.018281925045688093,0.01593773346102966,0.012994513043709504,0.01205107881678169,185.0,31.5,233.0,8.5,0.30493707647628265
0.004432010653228313,0.01396168330792432,0.01046423174349225,0.022920452430127733,0.008046211776506622,130.0,28.1,212.0,7.6,0.3552758954501452
0.0004923726319835801,0.008576137617044862,0.00651285336027873,0.004688843484350208,0.0044288648746518555,15.33,21.5,203.0,8.3,0.3843175217812197
0.003881030598391565,0.01500564419577557,0.009146610563124184,0.005520972760231534,0.014755744904826442,13.5,24.5,220.0,8.5,0.38044530493707646
0.0012898980420292835,0.005845352582371565,0.004947347065184942,0.00920217528121759,0.0006278003461984408,15.33,26.8,255.0,8.8,0.34220716360116166
0.0066193539555274164,0.021262176947057544,0.01851241135548998,0.012820053983140242,0.014593736676226187,130.0,31.1,338.0,8.0,0.26524685382381413
0.005550349062510408,0.02568112877835588,0.01776966890653002,0.024839612899222607,0.015985353392817085,158.0,30.1,329.0,7.6,0.34317521781219745
0.000651312418203991,0.008065778693819605,0.007772417129892862,0.0017673051864590076,0.0006927808572140404,13.0,20.9,218.0,8.4,0.3833494675701839
0.0005237389091257991,0.008196497051997027,0.005839531823731652,0.003208850043877922,0.012836752268152122,18.0,22.8,233.0,8.4,0.3543078412391094
0.003391621949732676,0.008830962416445383,0.006436865052422668,0.005988339109854362,0.010097232996926275,23.86,26.8,202.0,8.3,0.31510164569215876
0.0031122894387773966,0.012088522168161567,0.011681529827079934,0.00498945157029775,0.004867778689966315,18.0,31.4,295.0,7.9,0.2836398838334947
0.00885210426009962,0.06707759350542557,0.05551310365707186,0.05200641770008776,0.02390411475794538,706.67,28.7,202.0,8.8,0.3068731848983543
0.009454342892536048,0.04720402045083647,0.04571956376688907,0.030812605816705526,0.014495232128845723,95.71,30.2,304.0,8.0,0.2352371732817038
0.0004930295973596715,0.011458249417720646,0.00806617863560861,0.003790564917163802,0.008407739710520685,29.0,21.8,149.0,8.5,0.37463697967086157
0.013278568903292556,0.013153813454769674,0.01184195412987665,0.003112451579161976,0.014310628404369587,30.27,22.4,183.0,8.6,0.37173281703775407
0.0010351635370160265,0.008185109861686803,0.007954778168506014,0.002818270057528831,0.0075511784289514165,12.0,25.7,296.0,8.1,0.2894482090997096
0.001181498754974221,0.009826790575510372,0.008938088945152302,0.0027778270234813363,0.0039122698120778385,15.5,30.3,235.0,8.2,0.2642787996127783
0.009816666936582674,0.03776327969320705,0.022155898795073688,0.011759504667015327,0.020333140311679022,80.0,28.3,528.0,8.0,0.2894482090997096
0.0008113216829436204,0.009137681897382037,0.006887085898126071,0.006095817857870991,0.009160922906383318,48.67,24.1,187.0,8.6,0.3465634075508228
0.0015244805160875541,0.007815919165388617,0.006149793569865847,0.0047490094226729195,0.002934608487252227,20.5,21.4,183.0,8.5,0.3475314617618586
0.0030636281661529604,0.040258341021903433,0.03410688258954855,0.01799271803781479,0.01168334819762523,148.0,31.2,267.0,7.6,0.3417231364956438
0.007841156772411609,0.034043265749915515,0.031577590575215274,0.013529579924299507,0.010617077085051073,65.0,31.6,373.0,7.9,0.22313649564375604
0.0006447427644430782,0.005357932704365233,0.0028912890312097076,0.0033905666900091304,0.003464790383947687,22.25,22.5,173.0,8.16,0.3494675701839303
0.0007578019221890208,0.007908967330037002,0.007100144741580484,0.0054681198088872745,0.004203205281852228,30.5,,183.5,8.03,0.31413359148112296
0.001596578646547433,0.01198758276929375,0.011896250957347764,0.003429347681561522,0.003597705065570505,37.0,28.4,209.0,7.17,0.32478218780251694
0.0008341932449903334,0.008437160695928326,0.005951531804111217,0.007063680604185689,0.002342399739132785,82.0,35.8,364.0,7.96,0.27153920619554694
0.010164629411942652,0.03223879508073379,0.02170374315652188,0.0319666173224717,0.021629796872399396,425.0,30.7,207.6,8.03,0.1989351403678606
0.0014010168601760729,0.017923108219094104,0.012181019763908948,0.0181550441881698,0.007407925938757936,197.5,29.7,230.0,7.98,0.26621490803484993
0.0011305915774594262,0.022742714351507744,0.016036980158971842,0.027700708251708582,0.00963793893042965,205.0,26.3,125.0,7.71,0.2090997095837367
0.0007639132280131258,0.006757581791439367,0.004400972465036454,0.053129958426777056,0.005945864440906945,25.0,24.1,208.0,7.95,0.36689254598257504
0.0032695486158961784,0.007821568427767213,0.005572748415479596,0.003213282157198195,0.0044690346450978625,21.7,25.3,212.0,8.2,0.36786060019361083
0.0008403045508144385,0.014547483950268251,0.012998537868869278,0.008310212475512575,0.006241230400068761,45.6,27.2,263.0,8.4,0.3484995159728944
0.00030556529120525034,0.04302179297961351,0.026106078151733266,0.03373946265058105,0.014954526195342346,580.0,31.0,434.0,8.2,0.20813165537270084
0.0007639132280131258,0.020652740601578044,0.015328464468006224,0.011135684717186851,0.00978562191001056,83.3,32.5,497.0,8.3,0.271055179090029
0.0043820812846453745,0.00532437912579818,0.0045379203729190585,0.0033446389157277974,0.004173668685936047,21.25,24.6,238.0,8.5,0.3286544046466602
0.00160339275254131,0.029727153293621297,0.006883883952214977,0.004827624032691268,0.007447209611326458,16.25,25.7,287.0,8.5,0.3576960309777348
0.001842650375555021,0.011103359208475008,0.010535369443925548,0.009058020795475701,0.008139252053642593,30.0,33.7,390.0,8.9,0.4365924491771539
0.003612958168417199,0.04603887908501203,0.03700738232474081,0.050913513956724846,0.02054196404480643,580.0,34.8,206.0,7.2,0.24346563407550825
0.002674506046067634,0.01825286807731028,0.015885017168561468,0.0015897436465655555,0.004276308356744777,140.0,31.1,229.0,8.3,0.2797676669893514
0.001186800312776632,0.0125701407856984,0.008992699154563652,0.021679460700451188,0.008563397570998962,110.0,28.8,210.0,7.7,0.30493707647628265
0.0006991333862776128,0.008893813627034177,0.007987260887876439,0.0036876844867169563,0.004556167603050599,9.5,24.5,213.0,8.2,0.3688286544046466
0.0013556862492257737,0.00834617717201472,0.006510169175834111,0.0092963576892734,0.006223803808478215,9.5,27.2,259.0,8.7,0.3557599225556631
0.0033531512795699353,0.015712219987850287,0.01293666537362553,0.00863425536064106,0.013855174095342065,62.86,31.5,343.0,7.7,0.2265246853823814
0.00519428910693349,0.02818044605359757,0.018375068313856643,0.030498424383714643,0.01822659029093695,313.33,30.5,302.0,7.6,0.24975798644724106
0.004464736695916394,0.020366059535625567,0.014200057853031228,0.023989810571476693,0.013622130353563393,236.0,30.5,395.0,8.1,0.2913843175217812
0.001179940371989074,0.00901728674287851,0.0056610403708153125,0.001801100050526092,0.0014252884359353451,17.0,22.7,220.0,8.1,0.3514036786060019
0.0006276311081355842,0.006376953238800654,0.00607225197761036,0.003393336760834301,0.006368237762508343,16.0,23.5,235.0,8.3,0.3267182962245886
0.0024274106733345084,0.010450375409951517,0.011242781485449473,0.006518530665792064,0.0016468129053067073,21.76,27.6,256.0,8.1,0.2996127783155857
0.001796846138403354,0.012576018045213352,0.012233122917798418,0.007293596482674869,0.007207077086527901,18.5,33.2,362.0,8.1,0.2957405614714424
0.009287168121717655,0.06618787268031914,0.053245676317059135,0.055548230257151214,0.020378922035349103,620.0,29.8,204.0,8.2,0.27153920619554694
0.005441353923137496,0.02214422186857333,0.016203890105401245,0.013541214221765224,0.024587886953404987,168.0,32.6,290.0,8.3,0.2545982575024201
0.0023508665678875934,0.01305777599433351,0.01149035321823496,0.004294163793179865,0.0034529757455812144,48.89,22.4,210.0,8.6,0.36592449177153924
0.008440385586729666,0.022341844719763655,0.017870591516587372,0.004479758538466313,0.005836579036017072,36.25,23.6,255.0,8.1,0.2928363988383349
0.0012935037124655055,0.00882765645796822,0.008281226773118424,0.0038930575376951242,0.005461464267881565,27.0,25.4,245.0,8.4,0.3494675701839303
0.0008291208611563262,0.01311353396068012,0.010772272565441303,0.004475326425146039,0.004229788218176792,66.9,30.6,220.0,8.2,0.2696030977734753
0.012757381464348322,0.03896887788422711,0.02569925389210151,0.012417673495075924,0.023735756161223146,136.92,29.5,542.0,7.9,0.21587608906098738
0.0006718616840375442,0.012431632525362148,0.008588777084204502,0.006367284798737736,0.008025240793406132,62.67,25.1,190.0,8.5,0.3194578896418199
0.0016686767770073118,0.00868263761273825,0.006589863565765994,0.004979479315327135,0.0031561329566235892,23.5,21.8,184.0,8.4,0.3175217812197483
0.0033897121666626433,0.03368413226063214,0.026629221612399133,0.017403800980383466,0.01390450021052209,134.29,26.6,258.0,7.7,0.26282671829622456
0.0019146568364275382,0.015121783403733784,0.011469588258368968,0.011159507326283319,0.015819948455686468,61.6,30.7,710.0,9.0,0.13794772507260405
0.0007929419306776245,0.0008144564370938168,0.0008829195533571585,0.0014348966874385047,3.854525767061704e-05,9.6667,28.8,232.0,8.16,0.22458857696030976
0.002252016196182695,0.013702627894993638,0.012656542794960873,0.011185545992039926,0.0007178869637427948,33.6667,22.6,327.0,8.15,0.37560503388189737
0.0004537644574397967,0.009036286504241507,0.0067513370167974086,0.006576148138955617,0.00458718102876259,16.3333,27.3,201.8,8.19,0.36060019361084217
0.00222145966706217,0.008267429494418884,0.003509877730629692,0.0016897432033542235,0.005251754436876676,21.0,30.9,340.0,8.6,0.33349467570183927
0.000747107136996837,0.02366230280147681,0.024432891096914454,0.01865365693670056,0.0062707669959849435,117.0,33.8,563.0,8.43,0.462729912875121
0.007820943628398382,0.04822266099004464,0.038848460347714976,0.021805997535744994,0.011853183624143273,195.0,33.0,317.0,8.03,0.2483059051306873
0.0009930871964170637,0.023908033048438245,0.016377612702705317,0.031301800324430695,0.01037635382833419,277.5,27.2,150.0,8.01,0.31413359148112296
0.0009625306672965386,0.007821568427767213,0.004727979707020586,0.004044303404749453,0.005945864440906945,18.0,23.1,198.0,8.22,0.3688286544046466
0.0014667133977852016,0.005668262139960856,0.004659853198273892,0.007257585561947649,0.004764400604259679,9.3,26.5,256.0,8.55,0.36060019361084217
0.0006264088469707631,0.008999553632273045,0.006240388201197202,0.006869775646423729,0.007275011257135119,41.7,31.8,329.0,8.4,0.3339787028073572
0.0036515052299027416,0.03618187888893449,0.020233573097768215,0.022215968017870284,0.013330013419952356,254.0,33.0,444.0,8.1,0.23717328170377544
0.00825026286254176,0.0377525258282756,0.014320192138555149,0.010526269135649262,0.014216111297437805,130.0,33.3,536.0,7.9,0.2758954501452081
0.0026889745626062027,0.014104156185131647,0.009687589543779934,0.010858677634669765,0.011853183624143273,103.3,30.5,365.0,8.1,0.2855759922555663
0.0010819914178932311,0.007571176906018061,0.005131724648456996,0.0041329456711549205,0.005251754436876676,50.0,25.5,261.0,8.4,0.3872216844143272
0.0010259660217507487,0.00466949535113839,0.0043859846331121815,0.0030193771994362355,0.0054484681656784455,24.0,25.6,247.0,7.8,0.3388189738625363
0.001058294829560264,0.008158332864672553,0.006259504499551523,0.006036482940795831,0.00964931051985738,10.0,26.6,294.0,8.5,0.3465634075508228
0.001639525848226331,0.013015064530789494,0.010180253204432528,0.009050042991499207,0.006935340404099029,34.0,30.0,386.0,7.4,0.32381413359148115
0.0012530774244390508,0.02350418678741395,0.01775840078198332,0.012580830666678488,0.012352942827045067,24.0,36.0,354.0,9.1,0.45450145208131654
0.0011597883410340878,0.013540281267400615,0.011348023316161367,0.012669528334500458,0.00580837158691712,96.0,30.4,203.0,7.4,0.25943852855759925
0.0004511671524645522,0.0065907005541343735,0.007071531607906872,0.005213273292971556,0.0016033941093099204,21.0,24.1,217.0,8.6,0.3978702807357212
0.0015758154850100362,0.004952009136098584,0.005063952397555784,0.004369288113958499,0.004553952358356885,15.5,24.9,224.0,8.3,0.404162633107454
0.004483987309262325,0.008462316379972934,0.007378291651491488,0.0062090583532039756,0.010140061061004738,9.0,29.6,218.0,7.6,0.2913843175217812
0.003993173060263892,0.01943623654753563,0.014800007139658117,0.02338471630042637,0.013652405364377479,114.0,33.5,449.0,7.9,0.22410454985479183
0.002571072194994657,0.01891346444688655,0.014155939125966868,0.012016567239591184,0.009782225201480197,45.0,32.2,394.0,8.3,0.23572120038722166
0.002452680922917183,0.00992889529307512,0.009029351216269374,0.017902136721831705,0.004995672150283382,86.0,29.5,238.0,8.1,0.2913843175217812
0.0007758302743701306,0.006904513279313212,0.006649556012729848,0.0017567789173233584,0.0009290736245434934,10.0,21.1,226.0,8.0,0.3538238141335915
0.0010013374592796054,0.012416090720567216,0.007020164220311864,0.00413017560032975,0.00864107881825852,10.0,28.8,205.0,8.3,0.2971926427879961
0.0013776411153988712,0.007771029062541641,0.006302383324156693,0.004226020050880661,0.008138956687683432,12.0,28.1,291.0,8.1,0.2909002904162633
0.0065997519420966,0.06557853766690024,0.04306081776063533,0.049959335360286496,0.0258742057055547,800.0,28.9,185.0,7.7,0.1892545982575024
0.0064379551204034186,0.04114765651876746,0.032318125725291844,0.03221315362591191,0.016037042435670404,780.0,30.4,431.0,7.9,0.2115198451113262
0.004819070207598003,0.019326683923516587,0.015724960748911984,0.006867559589763592,0.01713728063354817,158.0,28.7,227.0,7.6,0.2681510164569216
0.005938600321515799,0.013874892398018148,0.009015535160295544,0.00463765257550105,0.008164062794212187,19.0,21.8,315.0,8.2,0.28848015488867373
0.0011979381676410633,0.009956786942755999,0.007727153877481559,0.0026071906606508115,0.011427856642950257,12.5,23.1,289.0,8.3,0.34607938044530495
0.003389987175424728,0.011037328704484805,0.008556321615437576,0.004560644606561301,3.854525767061704e-05,19.0,28.2,378.0,8.8,0.3252662149080348
0.003560217599155173,0.02204820974115232,0.017923335059659064,0.011588868304184803,0.010332048934459919,97.18,31.7,430.0,9.0,0.24298160696999027
0.0011611633848445115,0.015809055438263695,0.010715768439086793,0.01055950998555131,0.01556298007121569,103.0,27.9,214.0,7.9,0.30106485963213936
0.0011147327388458738,0.014810326648963958,0.012634769562765429,0.004489176779271894,0.01172912992129531,13.0,26.7,290.0,8.2,0.35818005808325265
0.0008794932994115118,0.008764703915318825,0.00738648045784284,0.002889183870653205,0.004904699434861542,12.5,22.5,217.0,8.6,0.34607938044530495
0.002796197423290125,0.029521056548863084,0.02237081067956601,0.018848115908627554,0.013780446507674125,162.0,28.2,230.0,7.2,0.26524685382381413
0.0029755336926984865,0.026376102049491593,0.02024816579594176,0.01782374371747937,0.017134326973956553,120.8,27.6,287.0,8.7,0.2424975798644724
0.0015262986295702255,0.008620825055770633,0.007232310168549071,0.006703571396913477,0.05196388087831794,58.0,25.9,,8.18,0.2536302032913843
0.0034391373525150923,0.006971645769462468,0.005056349479179653,0.0066260094138086935,0.011026158938490188,36.6667,25.9,,8.18,0.2536302032913843
0.0006111305824105006,0.007815235173979548,0.007493915962136377,0.005312995842677706,0.003139887828869689,17.5,27.9,211.5,8.16,0.34123910939012586
0.0005102940363127681,0.007024845101278862,0.007511628854410517,0.004360091478818931,0.004158900387977955,32.5,30.6,216.5,8.89,0.43610842207163597
0.010548113852405241,0.045867957231790504,0.038118144173950416,0.06809942116600039,0.028556128614743992,765.0,27.5,313.0,8.55,0.23572120038722166
0.005359615207740091,0.025146817489305667,0.025149581968929677,0.025722877682536588,0.0029478999554145087,295.0,31.0,300.0,7.82,0.21490803484995158
0.00661548855459367,0.030076622237624695,0.021773232195443505,0.027368299752688077,0.01126245170581964,290.0,30.0,220.0,8.0,0.2913843175217812
0.0008250262862541759,0.0226033827681791,0.014388318647301843,0.031024793241913613,0.01126245170581964,265.0,25.7,139.0,7.2,0.21781219748305902
0.000916695873615751,0.009012220139848377,0.006294889408194557,0.006481965730899808,0.005945864440906945,22.5,23.8,202.6,8.08,0.3393030009680542
0.001237539429381264,0.007504905738383925,0.004482724275532488,0.004709120402790459,0.004173668685936047,31.5,25.0,211.0,8.5,0.36786060019361083
